epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,20651.2,0.86399,0.48235,1.07266,0.95545,0.95094,0.97711,0.66942,1.1798,0.53117,1.26887,0.0004027,0.0004027,0.0004027
183,20764.5,0.8647,0.48071,1.06621,0.94908,0.95999,0.97646,0.66929,1.17303,0.52702,1.252,0.0003994,0.0003994,0.0003994
184,20877.9,0.85006,0.47591,1.06609,0.95787,0.95514,0.97734,0.66766,1.17699,0.52173,1.26523,0.0003961,0.0003961,0.0003961
185,20991.2,0.83242,0.47197,1.05357,0.95462,0.95788,0.97734,0.66556,1.17839,0.5222,1.27336,0.0003928,0.0003928,0.0003928
186,21104.6,0.8542,0.4743,1.06862,0.96021,0.95275,0.97616,0.67058,1.16974,0.52355,1.26398,0.0003895,0.0003895,0.0003895
187,21217.8,0.84233,0.47393,1.05181,0.95713,0.95409,0.97738,0.66922,1.17095,0.52469,1.26157,0.0003862,0.0003862,0.0003862
188,21331,0.85087,0.47325,1.06714,0.95783,0.95188,0.97775,0.67163,1.17716,0.52489,1.27736,0.0003829,0.0003829,0.0003829
189,21444.2,0.83766,0.47522,1.0624,0.96022,0.94627,0.97624,0.67125,1.17655,0.52899,1.27106,0.0003796,0.0003796,0.0003796
190,21557.3,0.84311,0.47471,1.06279,0.95958,0.94634,0.97583,0.67197,1.17163,0.52126,1.25858,0.0003763,0.0003763,0.0003763
191,21670.4,0.84399,0.47093,1.06423,0.96168,0.94888,0.97717,0.67069,1.17525,0.52517,1.26616,0.000373,0.000373,0.000373
192,21784.2,0.83497,0.4688,1.0541,0.94997,0.96035,0.97386,0.66635,1.18244,0.52769,1.27763,0.0003697,0.0003697,0.0003697
193,21897.4,0.85056,0.47389,1.05932,0.96247,0.94515,0.97574,0.67041,1.17988,0.52846,1.2642,0.0003664,0.0003664,0.0003664
194,22010.7,0.84275,0.48191,1.07006,0.954,0.95492,0.97759,0.66603,1.18781,0.52596,1.28377,0.0003631,0.0003631,0.0003631
195,22123.7,0.83566,0.46851,1.053,0.95775,0.95235,0.97728,0.66837,1.17523,0.52086,1.27123,0.0003598,0.0003598,0.0003598
196,22237.4,0.83146,0.46315,1.05141,0.95998,0.94634,0.97772,0.66703,1.18241,0.52578,1.27851,0.0003565,0.0003565,0.0003565
197,22350.6,0.85397,0.47448,1.0651,0.96455,0.94532,0.97915,0.66724,1.18365,0.53113,1.28244,0.0003532,0.0003532,0.0003532
198,22464.3,0.82188,0.46057,1.04272,0.96265,0.94543,0.97681,0.66871,1.18282,0.52433,1.28383,0.0003499,0.0003499,0.0003499
199,22577.6,0.82892,0.46742,1.05546,0.9586,0.95588,0.97898,0.66654,1.19012,0.52095,1.28326,0.0003466,0.0003466,0.0003466
200,22691.2,0.82442,0.457,1.04119,0.96528,0.94713,0.97926,0.66905,1.19358,0.51537,1.286,0.0003433,0.0003433,0.0003433
201,22804.3,0.82917,0.46262,1.04932,0.95431,0.96243,0.97982,0.67307,1.18247,0.51834,1.26855,0.00034,0.00034,0.00034
202,22917.4,0.82985,0.47086,1.057,0.96287,0.95038,0.97881,0.67351,1.1767,0.51598,1.26962,0.0003367,0.0003367,0.0003367
203,23031.2,0.82409,0.47013,1.04605,0.9633,0.94985,0.97967,0.67134,1.18065,0.51741,1.27233,0.0003334,0.0003334,0.0003334
204,23144.5,0.83012,0.46509,1.05651,0.96044,0.95763,0.97786,0.67145,1.18063,0.52011,1.28287,0.0003301,0.0003301,0.0003301
205,23258.3,0.82082,0.45068,1.03976,0.94924,0.95694,0.97765,0.66896,1.17943,0.51786,1.27911,0.0003268,0.0003268,0.0003268
206,23371.4,0.82298,0.45862,1.0549,0.95649,0.95112,0.97915,0.67199,1.17491,0.51741,1.26833,0.0003235,0.0003235,0.0003235
207,23484.7,0.8267,0.46381,1.04572,0.96592,0.94833,0.98059,0.67325,1.17705,0.51631,1.27081,0.0003202,0.0003202,0.0003202
208,23597.8,0.809,0.45527,1.04682,0.96657,0.9441,0.97992,0.67737,1.16238,0.51144,1.26301,0.0003169,0.0003169,0.0003169
209,23711.1,0.82274,0.45711,1.04753,0.95373,0.96072,0.98065,0.67913,1.16329,0.51371,1.25766,0.0003136,0.0003136,0.0003136
210,23824.4,0.81179,0.45892,1.04691,0.96037,0.95343,0.97942,0.6734,1.17345,0.51889,1.26643,0.0003103,0.0003103,0.0003103
211,23937.9,0.81476,0.45398,1.04494,0.95881,0.95459,0.97978,0.67446,1.17301,0.51968,1.26755,0.000307,0.000307,0.000307
212,24051.1,0.82706,0.45755,1.05545,0.95582,0.95897,0.97927,0.67435,1.17767,0.51938,1.27137,0.0003037,0.0003037,0.0003037
213,24164.4,0.82099,0.45479,1.04314,0.95538,0.95869,0.97989,0.67547,1.16969,0.51974,1.2626,0.0003004,0.0003004,0.0003004
214,24277.5,0.80861,0.45221,1.03888,0.95844,0.95231,0.97863,0.67434,1.17512,0.52271,1.26514,0.0002971,0.0002971,0.0002971
215,24391.2,0.7983,0.45251,1.03228,0.95435,0.95564,0.97789,0.67226,1.17631,0.52255,1.27314,0.0002938,0.0002938,0.0002938
216,24505,0.80906,0.45043,1.04321,0.96243,0.95026,0.98008,0.67439,1.17498,0.51902,1.27208,0.0002905,0.0002905,0.0002905
217,24618.2,0.8074,0.44903,1.03602,0.95732,0.95207,0.97873,0.67446,1.17556,0.51883,1.27296,0.0002872,0.0002872,0.0002872
218,24731.7,0.81276,0.4601,1.0412,0.96177,0.94381,0.97724,0.67596,1.17537,0.52251,1.2726,0.0002839,0.0002839,0.0002839
219,24845.1,0.8057,0.45069,1.04052,0.96237,0.95248,0.9787,0.67683,1.16782,0.51822,1.27019,0.0002806,0.0002806,0.0002806
220,24958.3,0.79081,0.44532,1.0331,0.96607,0.94462,0.9792,0.68122,1.16841,0.51365,1.26517,0.0002773,0.0002773,0.0002773
221,25071.8,0.80658,0.44574,1.03614,0.9453,0.96013,0.97666,0.67742,1.17324,0.51614,1.27008,0.000274,0.000274,0.000274
222,25185,0.79471,0.44173,1.0338,0.94747,0.95728,0.97655,0.67688,1.17844,0.51704,1.27977,0.0002707,0.0002707,0.0002707
223,25298.1,0.80145,0.44291,1.03438,0.95169,0.95472,0.97614,0.67412,1.18146,0.5191,1.28886,0.0002674,0.0002674,0.0002674
224,25411.3,0.79945,0.45076,1.03231,0.95223,0.95695,0.9775,0.67345,1.17776,0.51844,1.28164,0.0002641,0.0002641,0.0002641
225,25524.8,0.79793,0.44236,1.03128,0.95264,0.95503,0.9777,0.67273,1.17547,0.51909,1.2758,0.0002608,0.0002608,0.0002608
226,25638.2,0.79728,0.44444,1.03117,0.95735,0.9512,0.97705,0.67098,1.17296,0.51623,1.27962,0.0002575,0.0002575,0.0002575
227,25751.5,0.79797,0.43913,1.03355,0.95584,0.95322,0.97782,0.67275,1.17432,0.51856,1.28461,0.0002542,0.0002542,0.0002542
228,25865.2,0.80956,0.44611,1.03642,0.94983,0.96066,0.97852,0.67664,1.16734,0.51351,1.27359,0.0002509,0.0002509,0.0002509
229,25978.5,0.77524,0.43197,1.02342,0.95405,0.95297,0.97763,0.67554,1.17019,0.5142,1.27566,0.0002476,0.0002476,0.0002476
230,26091.9,0.79264,0.44168,1.02217,0.95606,0.95591,0.97823,0.67398,1.17049,0.51388,1.27452,0.0002443,0.0002443,0.0002443
231,26205.1,0.78834,0.43677,1.02278,0.95907,0.95278,0.97924,0.6755,1.16898,0.5124,1.27131,0.000241,0.000241,0.000241
232,26318.6,0.79248,0.44352,1.03186,0.96102,0.95365,0.9793,0.67779,1.16858,0.50969,1.27131,0.0002377,0.0002377,0.0002377
233,26432.4,0.78574,0.43015,1.0246,0.96207,0.95112,0.97843,0.67362,1.17225,0.51153,1.27809,0.0002344,0.0002344,0.0002344
234,26545.9,0.77694,0.43051,1.01699,0.96333,0.9548,0.97964,0.67738,1.16918,0.5066,1.27529,0.0002311,0.0002311,0.0002311
235,26659.4,0.78528,0.44111,1.02422,0.96347,0.95544,0.97961,0.67986,1.16725,0.50603,1.27312,0.0002278,0.0002278,0.0002278
236,26773.1,0.7885,0.44029,1.02584,0.96118,0.95529,0.97922,0.67843,1.16549,0.50524,1.26624,0.0002245,0.0002245,0.0002245
237,26886.6,0.77858,0.42827,1.02469,0.96338,0.95335,0.9793,0.67955,1.16351,0.50736,1.26227,0.0002212,0.0002212,0.0002212
238,27000.1,0.77846,0.43618,1.02671,0.96095,0.95752,0.97993,0.6767,1.17083,0.50987,1.27426,0.0002179,0.0002179,0.0002179
239,27113.6,0.77909,0.42823,1.02201,0.96396,0.95408,0.97948,0.67864,1.16978,0.51118,1.27583,0.0002146,0.0002146,0.0002146
240,27226.8,0.77538,0.4312,1.01501,0.96434,0.95609,0.97879,0.67917,1.17306,0.51142,1.28281,0.0002113,0.0002113,0.0002113
241,27339.9,0.78362,0.4321,1.02229,0.96531,0.95152,0.97824,0.67981,1.16757,0.51006,1.27721,0.000208,0.000208,0.000208
242,27453.4,0.78024,0.43203,1.02308,0.96548,0.95152,0.97825,0.68045,1.16647,0.50796,1.28011,0.0002047,0.0002047,0.0002047
243,27566.7,0.77609,0.43223,1.0171,0.96548,0.95489,0.97853,0.67963,1.16127,0.50468,1.27271,0.0002014,0.0002014,0.0002014
244,27680.5,0.77944,0.43598,1.01818,0.96429,0.95213,0.97914,0.68001,1.16094,0.50646,1.27309,0.0001981,0.0001981,0.0001981
245,27793.7,0.77221,0.43435,1.01978,0.96714,0.94758,0.97912,0.67823,1.16895,0.5104,1.28306,0.0001948,0.0001948,0.0001948
246,27906.9,0.77104,0.425,1.01999,0.95752,0.95328,0.9787,0.67941,1.16674,0.51322,1.27706,0.0001915,0.0001915,0.0001915
247,28020.1,0.77048,0.42818,1.01591,0.95851,0.95407,0.97897,0.67863,1.16539,0.51354,1.27681,0.0001882,0.0001882,0.0001882
248,28133.5,0.77157,0.42612,1.01669,0.95653,0.95508,0.97861,0.6779,1.17264,0.5136,1.28743,0.0001849,0.0001849,0.0001849
249,28247,0.77259,0.42793,1.01556,0.95808,0.95384,0.97884,0.67753,1.17122,0.51319,1.2879,0.0001816,0.0001816,0.0001816
250,28360.3,0.76137,0.42497,1.01518,0.95953,0.95529,0.97905,0.67945,1.17097,0.51429,1.28341,0.0001783,0.0001783,0.0001783
251,28473.5,0.77774,0.42675,1.0197,0.96006,0.95599,0.97894,0.67701,1.17151,0.51462,1.28297,0.000175,0.000175,0.000175
252,28586.7,0.77171,0.43302,1.02033,0.95766,0.95956,0.97899,0.67706,1.17378,0.51516,1.28434,0.0001717,0.0001717,0.0001717
253,28700.1,0.76628,0.42224,1.01901,0.95821,0.95585,0.97848,0.67839,1.17305,0.51794,1.28288,0.0001684,0.0001684,0.0001684
254,28813.4,0.76729,0.42609,1.01241,0.95564,0.95895,0.97835,0.67874,1.17438,0.519,1.2852,0.0001651,0.0001651,0.0001651
255,28926.6,0.77731,0.42131,1.01906,0.95654,0.95725,0.97859,0.68162,1.16912,0.51635,1.27994,0.0001618,0.0001618,0.0001618
256,29039.9,0.76466,0.43302,1.02391,0.95989,0.95725,0.9785,0.67878,1.17286,0.51532,1.28367,0.0001585,0.0001585,0.0001585
257,29153.2,0.7581,0.42894,1.01579,0.96008,0.95725,0.97857,0.67636,1.17745,0.51683,1.28682,0.0001552,0.0001552,0.0001552
258,29266.4,0.74574,0.40852,1.00139,0.96106,0.95326,0.97831,0.67648,1.17569,0.52009,1.28891,0.0001519,0.0001519,0.0001519
259,29379.6,0.76049,0.42544,1.00855,0.9618,0.95311,0.97899,0.67689,1.17515,0.51783,1.2914,0.0001486,0.0001486,0.0001486
260,29492.8,0.75634,0.41832,1.02081,0.96297,0.95415,0.979,0.67663,1.18039,0.51659,1.29856,0.0001453,0.0001453,0.0001453
261,29606,0.76424,0.42473,1.01037,0.96001,0.95611,0.97925,0.67633,1.17925,0.51335,1.29884,0.000142,0.000142,0.000142
262,29719.3,0.75282,0.42319,1.01194,0.96516,0.95725,0.97939,0.67481,1.17733,0.51429,1.3002,0.0001387,0.0001387,0.0001387
263,29832.7,0.76655,0.42545,1.0097,0.9591,0.9587,0.97925,0.67695,1.17639,0.51524,1.2988,0.0001354,0.0001354,0.0001354
264,29945.7,0.74562,0.41597,1.00846,0.96246,0.95412,0.97927,0.67987,1.17805,0.51571,1.30004,0.0001321,0.0001321,0.0001321
265,30058.9,0.75267,0.41448,1.00678,0.95661,0.95574,0.97937,0.68156,1.17392,0.51617,1.29555,0.0001288,0.0001288,0.0001288
266,30172.2,0.75885,0.42288,1.01741,0.95841,0.95523,0.97935,0.68281,1.17205,0.51633,1.29285,0.0001255,0.0001255,0.0001255
267,30285.7,0.75865,0.41659,1.01286,0.95687,0.95651,0.97926,0.67938,1.17215,0.51634,1.2963,0.0001222,0.0001222,0.0001222
268,30399.3,0.74754,0.42041,1.01419,0.95574,0.95846,0.97918,0.6801,1.17321,0.51749,1.29806,0.0001189,0.0001189,0.0001189
269,30512.8,0.74615,0.41639,1.0023,0.95693,0.95732,0.97911,0.67953,1.17242,0.51884,1.29472,0.0001156,0.0001156,0.0001156
270,30626.2,0.7509,0.41344,1.01192,0.95067,0.96189,0.9792,0.68071,1.17232,0.51844,1.29412,0.0001123,0.0001123,0.0001123
271,30739.5,0.74428,0.41486,1.00081,0.95561,0.95468,0.97773,0.68172,1.17022,0.51612,1.29219,0.000109,0.000109,0.000109
272,30852.8,0.74105,0.41353,1.00158,0.94916,0.95948,0.97737,0.68188,1.17254,0.5169,1.29563,0.0001057,0.0001057,0.0001057
273,30965.9,0.74633,0.41206,1.01445,0.95504,0.9566,0.97746,0.682,1.16924,0.51646,1.29181,0.0001024,0.0001024,0.0001024
274,31079.1,0.74847,0.41755,1.00859,0.95515,0.95901,0.97872,0.6801,1.16786,0.51461,1.2899,9.91e-05,9.91e-05,9.91e-05
275,31192.3,0.74201,0.4169,1.00264,0.9576,0.9592,0.97887,0.68315,1.16558,0.5133,1.28874,9.58e-05,9.58e-05,9.58e-05
276,31305.7,0.75118,0.41592,1.00459,0.957,0.95834,0.97843,0.68094,1.1685,0.51585,1.29328,9.25e-05,9.25e-05,9.25e-05
277,31418.9,0.75033,0.41662,1.01595,0.95655,0.95577,0.97693,0.68178,1.16525,0.51396,1.28952,8.92e-05,8.92e-05,8.92e-05
278,31532.4,0.74439,0.4109,1.00702,0.96173,0.94926,0.97705,0.6813,1.16533,0.51182,1.28933,8.59e-05,8.59e-05,8.59e-05
279,31646.1,0.74336,0.41123,1.00524,0.95884,0.95343,0.97691,0.68369,1.16216,0.51113,1.28523,8.26e-05,8.26e-05,8.26e-05
280,31759.2,0.74451,0.41434,1.00103,0.95601,0.95669,0.97838,0.68487,1.16008,0.51172,1.28451,7.93e-05,7.93e-05,7.93e-05
281,31872.6,0.74602,0.41433,1.01215,0.95434,0.95671,0.97856,0.68323,1.1595,0.50954,1.28454,7.6e-05,7.6e-05,7.6e-05
282,31985.8,0.73064,0.40719,0.99133,0.9518,0.95737,0.97836,0.6838,1.1588,0.51081,1.28505,7.27e-05,7.27e-05,7.27e-05
283,32099,0.74081,0.40267,1.0008,0.95353,0.95757,0.9785,0.68468,1.15678,0.50972,1.28195,6.94e-05,6.94e-05,6.94e-05
284,32212.3,0.73731,0.40675,1.00492,0.96928,0.94003,0.97812,0.68391,1.15811,0.51119,1.28414,6.61e-05,6.61e-05,6.61e-05
285,32325.6,0.74656,0.41741,1.00981,0.96962,0.93928,0.97796,0.68467,1.16042,0.51335,1.28598,6.28e-05,6.28e-05,6.28e-05
286,32439.2,0.73929,0.41218,1.00411,0.96972,0.93945,0.97794,0.68447,1.1612,0.51308,1.28669,5.95e-05,5.95e-05,5.95e-05
287,32552.4,0.72853,0.39794,0.99715,0.9691,0.93878,0.97691,0.68451,1.15916,0.51219,1.28468,5.62e-05,5.62e-05,5.62e-05
288,32665.8,0.7451,0.40937,1.00304,0.9673,0.93877,0.97726,0.68462,1.15764,0.5124,1.28204,5.29e-05,5.29e-05,5.29e-05
289,32779,0.72727,0.40533,0.99553,0.96665,0.94426,0.97846,0.6852,1.15823,0.51355,1.28311,4.96e-05,4.96e-05,4.96e-05
290,32892.2,0.73396,0.40204,0.99395,0.96639,0.94497,0.97851,0.68391,1.15779,0.51252,1.28193,4.63e-05,4.63e-05,4.63e-05
291,33020.6,0.68128,0.33653,0.95267,0.95451,0.95374,0.97719,0.68459,1.15866,0.5143,1.28264,4.3e-05,4.3e-05,4.3e-05
292,33134.2,0.67029,0.33221,0.94738,0.95751,0.94781,0.9773,0.68481,1.15829,0.51342,1.2836,3.97e-05,3.97e-05,3.97e-05
293,33247.6,0.66298,0.3279,0.93856,0.96177,0.94492,0.97736,0.68406,1.15942,0.51433,1.28605,3.64e-05,3.64e-05,3.64e-05
294,33360.8,0.66197,0.32669,0.9422,0.95713,0.94797,0.97729,0.68422,1.16147,0.51425,1.29015,3.31e-05,3.31e-05,3.31e-05
295,33474,0.6592,0.32583,0.94206,0.9639,0.94257,0.977,0.684,1.16338,0.51545,1.29211,2.98e-05,2.98e-05,2.98e-05
296,33587.3,0.64857,0.32249,0.93405,0.96363,0.94196,0.97588,0.68325,1.16515,0.51524,1.2953,2.65e-05,2.65e-05,2.65e-05
297,33700.7,0.65854,0.32541,0.9405,0.9617,0.94489,0.97537,0.68192,1.16662,0.51665,1.29671,2.32e-05,2.32e-05,2.32e-05
298,33814,0.65777,0.3252,0.94595,0.96389,0.94033,0.97528,0.68105,1.16699,0.51809,1.29817,1.99e-05,1.99e-05,1.99e-05
299,33927.7,0.65064,0.32424,0.93735,0.96008,0.94501,0.97569,0.68187,1.16815,0.51856,1.29953,1.66e-05,1.66e-05,1.66e-05
300,34041,0.65592,0.32372,0.94147,0.95989,0.94544,0.97576,0.68089,1.16971,0.52065,1.30143,1.33e-05,1.33e-05,1.33e-05
